개방자치단체코드,관리번호,구분명,근거법령명,화장실명,소재지도로명주소,소재지지번주소,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,관리기관명,전화번호,개방시간,개방시간상세,설치연월,화장실소유구분명,오물처리방식,안전관리시설설치대상여부,비상벨설치여부,비상벨설치장소,화장실입구CCTV설치유무,기저귀교환대유무,기저귀교환대장소,리모델링연월,데이터기준일자,데이터갱신구분,데이터갱신시점,최종수정시점
4671000,202546710000100011,개방화장실,법제3조제16호-영제3조제1항제3호,의료법인 유진의료재단 동서병원,전북특별자치도 군산시 백릉로 34,,0,0,0,0,0,0,0,0,0,의료법인 유진의료재단 동서병원,,상시,,198909,민간,수세식,N,N,,N,N,,,2025-07-01,I,2026-05-15 18:43:46,2025-07-02 17:46:25
4671000,202546710000100012,개방화장실,법제3조제16호-영제3조제1항제3호,수송한방병원,전북특별자치도 군산시 문화로 121-0,,0,0,0,0,0,0,0,0,0,수송한방병원,,상시,,201511,민간,수세식,N,N,,N,N,,,2025-07-01,I,2026-05-15 18:43:46,2025-07-02 17:46:25
4671000,202546710000100013,개방화장실,법제3조제16호-영제3조제1항제3호,군산베스트한방병원,전북특별자치도 군산시 공단대로 417-0,,0,0,0,0,0,0,0,0,0,군산베스트한방병원,,상시,,202301,민간,수세식,N,N,,N,N,,,2025-07-01,I,2026-05-15 18:43:46,2025-07-02 17:46:25
4671000,202546710000100014,개방화장실,법제3조제16호-영제3조제1항제3호,전북특별자치도 군산의료원,전북특별자치도 군산시 의료원로 27,,0,0,0,0,0,0,0,0,0,전북특별자치도 군산의료원,,상시,,200311,공공기관-지방자치단체,수세식,N,N,,N,N,,,2025-07-01,I,2026-05-15 18:43:46,2025-07-02 17:46:25
4671000,202546710000100015,개방화장실,법제3조제16호-영제3조제1항제3호,의료법인 평화의료재단 군산성신병원,전북특별자치도 군산시 백토로 33-0,,0,0,0,0,0,0,0,0,0,의료법인 평화의료재단 군산성신병원,,상시,,199108,민간,수세식,N,N,,N,N,,,2025-07-01,I,2026-05-15 18:43:46,2025-07-02 17:46:25
4671000,202546710000100016,개방화장실,법제3조제16호-영제3조제1항제3호,새희망요양병원,전북특별자치도 군산시 옥구읍 옥구남로 152-0,,0,0,0,0,0,0,0,0,0,새희망요양병원,,상시,,200105,민간,수세식,N,N,,N,N,,,2025-07-01,I,2026-05-15 18:43:45,2025-07-02 17:46:25
4671000,202546710000100017,개방화장실,법제3조제16호-영제3조제1항제3호,군산제일요양병원,전북특별자치도 군산시 대학로 183,,0,0,0,0,0,0,0,0,0,군산제일요양병원,,상시,,198606,민간,수세식,N,N,,N,N,,,2025-07-01,I,2026-05-15 18:43:46,2025-07-02 17:46:25
4671000,202546710000100018,개방화장실,법제3조제16호-영제3조제1항제3호,참사랑요양병원,전북특별자치도 군산시 조촌로 21,,0,0,0,0,0,0,0,0,0,참사랑요양병원,,상시,,201410,민간,수세식,N,N,,N,N,,,2025-07-01,I,2026-05-15 18:43:46,2025-07-02 17:46:25
4671000,202546710000100019,개방화장실,법제3조제16호-영제3조제1항제3호,의료법인성곡의료재단군산효자요양병원,전북특별자치도 군산시 청소년회관로 45,,0,0,0,0,0,0,0,0,0,의료법인성곡의료재단군산효자요양병원,,상시,,200806,민간,수세식,N,N,,N,N,,,2025-07-01,I,2026-05-15 18:43:46,2025-07-02 17:46:25
4671000,202546710000100020,개방화장실,법제3조제16호-영제3조제1항제3호,노블한방병원,전북특별자치도 군산시 문화로 77,,0,0,0,0,0,0,0,0,0,노블한방병원,,상시,,201301,민간,수세식,N,N,,N,N,,,2025-07-01,I,2026-05-15 18:43:46,2025-07-02 17:46:25
4671000,202546710000100021,개방화장실,법제3조제16호-영제3조제1항제3호,의료법인 원광의료재단 군산원광효도요양병원,전북특별자치도 군산시 조촌4길 11,,0,0,0,0,0,0,0,0,0,의료법인 원광의료재단 군산원광효도요양병원,,상시,,199710,민간,수세식,N,N,,N,N,,,2025-07-01,I,2026-05-15 18:43:46,2025-07-02 17:46:25
4671000,202546710000100022,개방화장실,법제3조제16호-영제3조제1항제3호,의료법인 유진의료재단 동서병원,전북특별자치도 군산시 백릉로 34,,0,0,0,0,0,0,0,0,0,의료법인 유진의료재단 동서병원,,상시,,198909,민간,수세식,N,N,,N,N,,,2025-07-01,I,2026-05-15 18:43:45,2025-07-02 17:46:25
4671000,202546710000100023,개방화장실,법제3조제16호-영제3조제1항제3호,의료법인 모세의료재단 모세병원,전북특별자치도 군산시 문화로 47,,0,0,0,0,0,0,0,0,0,의료법인 모세의료재단 모세병원,,상시,,200005,민간,수세식,N,N,,N,N,,,2025-07-01,I,2026-05-15 18:43:45,2025-07-02 17:46:25
4671000,202546710000100024,개방화장실,법제3조제16호-영제3조제1항제3호,의료법인 관주의료재단 정다운병원,전북특별자치도 군산시 대학로 236,,0,0,0,0,0,0,0,0,0,의료법인 관주의료재단 정다운병원,,상시,,201506,민간,수세식,N,N,,N,N,,,2025-07-01,I,2026-05-15 18:43:45,2025-07-02 17:46:25
4671000,202546710000100025,개방화장실,법제3조제16호-영제3조제1항제3호,의료법인한빛의료재단행복한요양병원,전북특별자치도 군산시 옥구읍 수산길 71-21,,0,0,0,0,0,0,0,0,0,의료법인한빛의료재단행복한요양병원,,상시,,197001,민간,수세식,N,N,,N,N,,,2025-07-01,I,2026-05-15 18:43:46,2025-07-02 17:46:25
4671000,202546710000100026,개방화장실,법제3조제16호-영제3조제1항제3호,(학교법인 경암학원)봉정요양병원,전북특별자치도 군산시 쌍천로 82-3,,0,0,0,0,0,0,0,0,0,(학교법인 경암학원)봉정요양병원,,상시,,199411,민간,수세식,N,N,,N,N,,,2025-07-01,I,2026-05-15 18:43:46,2025-07-02 17:46:25
4671000,202546710000100027,개방화장실,법제3조제16호-영제3조제1항제3호,의료법인오성의료재단동군산병원,전북특별자치도 군산시 조촌로 149,,0,0,0,0,0,0,0,0,0,의료법인오성의료재단동군산병원,,상시,,199604,민간,수세식,N,N,,N,N,,,2025-07-01,I,2026-05-15 18:43:46,2025-07-02 17:46:25
4671000,202546710000100028,개방화장실,법제3조제16호-영제3조제1항제3호,의료법인구암의료재단군산요양병원,전북특별자치도 군산시 하나운3길 18,,0,0,0,0,0,0,0,0,0,의료법인구암의료재단군산요양병원,,상시,,199907,민간,수세식,N,N,,N,N,,,2025-07-01,I,2026-05-15 18:43:46,2025-07-02 17:46:25
4671000,202546710000100029,개방화장실,법제3조제16호-영제3조제1항제3호,의료법인의인의료재단차병원,전북특별자치도 군산시 수송로 8,,0,0,0,0,0,0,0,0,0,의료법인의인의료재단차병원,,상시,,199901,민간,수세식,N,N,,N,N,,,2025-07-01,I,2026-05-15 18:43:46,2025-07-02 17:46:25
4671000,202546710000100030,개방화장실,법제3조제16호-영제3조제1항제3호,의료법인성하의료재단누가병원,전북특별자치도 군산시 백릉로 70,,0,0,0,0,0,0,0,0,0,의료법인성하의료재단누가병원,,상시,,201202,민간,수세식,N,N,,N,N,,,2025-07-01,I,2026-05-15 18:43:46,2025-07-02 17:46:25
4671000,202546710000100031,개방화장실,법제3조제16호-영제3조제1항제3호,키움병원,전북특별자치도 군산시 궁포안2길 24-0,,0,0,0,0,0,0,0,0,0,키움병원,,상시,,202008,민간,수세식,N,N,,N,N,,,2025-07-01,I,2026-05-15 18:43:46,2025-07-02 17:46:25
4671000,202546710000100032,개방화장실,법제3조제16호-영제3조제1항제3호,은파요양병원,전북특별자치도 군산시 대학로 375-0,,0,0,0,0,0,0,0,0,0,은파요양병원,,상시,,201906,민간,수세식,N,N,,N,N,,,2025-07-01,I,2026-05-15 18:43:45,2025-07-02 17:46:25
4671000,202546710000100157,개방화장실,법제3조제16호-영제3조제1항제1호,한국수산자원공단 서해본부,전북특별자치도 군산시 장미동 해망로 256번지,,5,5,0,0,0,0,2,0,0,서해본부 운영지원팀,,정시,09:00~18:00,245008,공공기관-국가,수세식,N,N,,Y,N,,,2025-07-01,I,2026-05-15 18:43:46,2025-07-02 17:46:26
4671000,202546710000100158,개방화장실,법제3조제16호-영제3조제1항제1호,군산항연안여객터미널대합실 내,전북특별자치도 군산시 임해로 378-8,,28,28,7,8,0,0,44,7,0,군산지방해양수산청 선원해사안전과,,정시,09:00~18:00,244809,공공기관-국가,수세식,N,N,,N,N,,,2025-07-01,I,2026-05-15 18:43:46,2025-07-02 17:46:26
4671000,202546710000100159,개방화장실,법제3조제16호-영제3조제1항제1호,새만금파출소 청사 내 화장실,전북특별자치도 군산시 새만금로 1563-22,,0,0,0,0,0,0,0,0,0,군산해양경찰서새만금파출소,,상시,,245005,공공기관-국가,수세식,N,N,,N,N,,,2025-07-01,I,2026-05-15 18:43:46,2025-07-02 17:46:26
4671000,202546710000100160,개방화장실,법제3조제16호-영제3조제1항제1호,비응파출소 청사 내 화장실,전북특별자치도 군산시 비응남로 74-11,,1,2,0,0,0,0,1,1,0,군산해양경찰서비응파출소,,상시,,245210,공공기관-국가,수세식,N,N,,N,N,,,2025-07-01,I,2026-05-15 18:43:46,2025-07-02 17:46:26
4671000,202546710000100161,개방화장실,법제3조제16호-영제3조제1항제1호,해망파출소 청사 내 화장실,전북특별자치도 군산시 내항2길 111,,1,0,1,0,0,0,1,0,0,군산해양경찰서해망파출소,,상시,,245005,공공기관-국가,수세식,N,N,,N,N,,,2025-07-01,I,2026-05-15 18:43:46,2025-07-02 17:46:26
4671000,202546710000100162,개방화장실,법제3조제16호-영제3조제1항제1호,군산해양경찰서 민원동 화장실,전북특별자치도 군산시 군산창길 21,,23,33,1,0,0,0,16,1,0,군산해양경찰서기획운영과,,상시,,245001,공공기관-국가,수세식,N,N,,N,N,,,2025-07-01,I,2026-05-15 18:43:46,2025-07-02 17:46:26
4671000,202546710000100163,개방화장실,법제3조제16호-영제3조제1항제1호,국립신시도자연휴양림야외화장실,전북특별자치도 군산시 옥도면 신시도길 271,,3,2,1,0,0,0,5,1,0,국립신시도자연휴양림,,상시,,245305,공공기관-국가,수세식,N,Y,장애인화장실,N,N,,,2025-07-01,I,2026-05-15 18:43:46,2025-07-02 17:46:26
4671000,202546710000100164,개방화장실,법제3조제16호-영제3조제1항제1호,커뮤니티센터 화장실,전북특별자치도 군산시 옥도면 신시도길 271,,2,2,1,0,0,0,4,1,0,국립신시도자연휴양림,,정시,09:00~18:00,245305,공공기관-국가,수세식,N,Y,장애인화장실,N,N,,,2025-07-01,I,2026-05-15 18:43:46,2025-07-02 17:46:26
4671000,202546710000100165,개방화장실,법제3조제16호-영제3조제1항제1호,방문자안내센터 화장실,전북특별자치도 군산시 옥도면 신시도길 271,,2,2,1,0,0,0,4,1,0,국립신시도자연휴양림,,정시,09:00~18:00,245305,공공기관-국가,수세식,N,Y,장애인화장실,N,N,,,2025-07-01,I,2026-05-15 18:43:46,2025-07-02 17:46:26
4671000,202546710000100166,개방화장실,법제3조제16호-영제3조제1항제1호,군산지사 1층 화장실,전북특별자치도 군산시 조촌4길 89,,1,2,0,0,0,0,2,0,0,국민건강보험공단군산지사,,정시,09:00~18:00,244512,공공기관-국가,수세식,N,Y,장애인화장실,N,N,,,2025-07-01,I,2026-05-15 18:43:45,2025-07-02 17:46:26
4671000,202546710000100167,개방화장실,법제3조제16호-영제3조제1항제1호,군산출장소 1층,전북특별자치도 군산시 대학로 151-1,,2,1,1,1,0,0,2,1,0,법무부전주출입국·외국인사무소군산출장소,,정시,09:00~18:00,245301,공공기관-국가,수세식,N,Y,장애인화장실,N,Y,남자화장실+여자화장실,,2025-07-01,I,2026-05-15 18:43:46,2025-07-02 17:46:26
4671000,202546710000100168,개방화장실,법제3조제16호-영제3조제1항제1호,1층 화장실,전북특별자치도 군산시 조촌5길 59,,1,2,1,0,0,0,2,0,0,전북지원 군산사무소,,정시,09:00~18:00,244603,공공기관-국가,수세식,N,N,,N,N,,,2025-07-01,I,2026-05-15 18:43:45,2025-07-02 17:46:26
4671000,202546710000100169,개방화장실,법제3조제16호-영제3조제1항제1호,농림축산검역본부 호남지역본부,전북특별자치도 군산시 미장8길7,,2,1,1,1,0,0,3,1,0,농림축산검역본부 호남지역본부,,정시,09:00~18:00,245203,공공기관-국가,수세식,N,N,,Y,Y,남자화장실+여자화장실,,2025-07-01,I,2026-05-15 18:43:45,2025-07-02 17:46:26
4671000,202546710000100170,개방화장실,법제3조제16호-영제3조제1항제1호,군산세관 컨테이너검색센터,전북특별자치도 군산시 서해로 400,,1,2,0,0,0,0,1,0,0,군산세관,,정시,09:00~18:00,244904,공공기관-국가,수세식,N,N,,N,N,,,2025-07-01,I,2026-05-15 18:43:46,2025-07-02 17:46:26
4671000,202546710000100171,개방화장실,법제3조제16호-영제3조제1항제1호,군산세관 주감시소 민원실,전북특별자치도 군산시 서해로 226,,1,2,1,0,0,0,2,0,0,군산세관 주감시소,,정시,09:00~18:00,245008,공공기관-국가,수세식,N,N,,N,N,,,2025-07-01,I,2026-05-15 18:43:46,2025-07-02 17:46:26
4671000,202546710000100172,개방화장실,법제3조제16호-영제3조제1항제1호,군산세관 본관(2층),전북특별자치도 군산시 해망로 244-7,,2,2,0,0,0,0,1,0,0,군산세관,,정시,09:00~18:00,244509,공공기관-국가,수거식,N,N,,N,N,,,2025-07-01,I,2026-05-15 18:43:46,2025-07-02 17:46:26
4671000,202546710000100173,개방화장실,법제3조제16호-영제3조제1항제1호,군산세관 본관(1층),전북특별자치도 군산시 해망로 244-7,,1,3,1,1,0,0,1,1,0,군산세관,,정시,09:00~18:00,244509,공공기관-국가,수거식,N,N,,N,N,,,2025-07-01,I,2026-05-15 18:43:46,2025-07-02 17:46:26
4671000,202546710000100174,개방화장실,법제3조제16호-영제3조제1항제1호,"수송동우체국 1층 장애인화장실,2층 화장실",전북특별자치도 군산시 월명로 211,,1,1,1,0,0,0,3,1,0,군산수송동우체국,,정시,09:00~18:00,245112,공공기관-국가,수세식,N,N,,N,N,,,2025-07-01,I,2026-05-15 18:43:46,2025-07-02 17:46:26
4671000,202546710000100175,개방화장실,법제3조제16호-영제3조제1항제1호,산업단지우체국 1층 화장실,전북특별자치도 군산시 오식도동 624-11 요죽3길 14,,1,1,0,0,0,0,1,0,0,군산산업단지우체국,,정시,09:00~18:00,245008,공공기관-국가,수세식,N,N,,N,N,,,2025-07-01,I,2026-05-15 18:43:46,2025-07-02 17:46:26
4671000,202546710000100176,개방화장실,법제3조제16호-영제3조제1항제1호,옥구우체국 1층 화장실,전북특별자치도 군산시 옥구읍 선제리 92-7 상평로 17,,1,1,0,0,0,0,1,0,0,군산옥구우체국,,정시,09:00~18:00,244806,공공기관-국가,수거식,N,N,,N,N,,,2025-07-01,I,2026-05-15 18:43:45,2025-07-02 17:46:26
4671000,202546710000100177,개방화장실,법제3조제16호-영제3조제1항제1호,지곡동우체국 1층 화장실,전북특별자치도 군산시 지곡동 491-1 백토로 227,,0,0,0,0,0,0,0,0,0,군산지곡동우체국,,정시,09:00~18:00,244701,공공기관-국가,수거식,N,N,,N,N,,,2025-07-01,I,2026-05-15 18:43:45,2025-07-02 17:46:26
4671000,202546710000100178,개방화장실,법제3조제16호-영제3조제1항제1호,소룡동우체국 1층 화장실,전북특별자치도 군산시 소룡동 1525-12 공항로 89,,1,1,0,0,0,0,2,0,0,군산소룡동우체국,,정시,09:00~18:00,244812,공공기관-국가,수거식,N,N,,N,N,,,2025-07-01,I,2026-05-15 18:43:46,2025-07-02 17:46:26
4671000,202546710000100179,개방화장실,법제3조제16호-영제3조제1항제1호,나운2동우체국 1층 화장실,전북특별자치도 군산시 나운동 45-8 백토로 111,,0,0,0,0,0,0,0,0,0,군산나운2동우체국,,정시,09:00~18:00,244603,공공기관-국가,수세식,N,N,,N,N,,,2025-07-01,I,2026-05-15 18:43:46,2025-07-02 17:46:26
4671000,202546710000100180,개방화장실,법제3조제16호-영제3조제1항제1호,조촌동우체국 1층 화장실,전북특별자치도 군산시 조촌동 900-7 조촌로 13,,0,0,0,0,0,0,0,0,0,군산조촌동우체국,,정시,09:00~18:00,244512,공공기관-국가,수세식,N,N,,N,N,,,2025-07-01,I,2026-05-15 18:43:46,2025-07-02 17:46:26
4671000,202546710000100181,개방화장실,법제3조제16호-영제3조제1항제1호,나운동우체국 1층 화장실,전북특별자치도 군산시 나운동 340-18 공단대로 400,,0,0,0,0,0,0,0,0,0,군산나운동우체국,,정시,09:00~18:00,244506,공공기관-국가,수세식,N,N,,N,N,,,2025-07-01,I,2026-05-15 18:43:46,2025-07-02 17:46:26
4671000,202546710000100182,개방화장실,법제3조제16호-영제3조제1항제1호,선유도우체국 1층 화장실,전북특별자치도 군산시 옥도면 선유도리 336 선유북길 69,,1,1,0,0,0,0,1,0,0,군산선유도우체국,,정시,09:00~18:00,245011,공공기관-국가,수세식,N,N,,N,N,,,2025-07-01,I,2026-05-15 18:43:46,2025-07-02 17:46:26
4671000,202546710000100183,개방화장실,법제3조제16호-영제3조제1항제1호,어청도우체국 1층 화장실,전북특별자치도 군산시 옥도면 어청도리 322-21 어청도길 49-2,,0,0,0,0,0,0,0,0,0,군산어청도우체국,,정시,09:00~18:00,244509,공공기관-국가,수세식,N,N,,N,N,,,2025-07-01,I,2026-05-15 18:43:45,2025-07-02 17:46:26
4671000,202546710000100184,개방화장실,법제3조제16호-영제3조제1항제1호,문화동우체국 1층 화장실,전북특별자치도 군산시 문화동 917-3 팔마로 14,,0,0,0,0,0,0,0,0,0,군산문화동우체국,,정시,09:00~18:00,244303,공공기관-국가,수세식,N,N,,N,N,,,2025-07-01,I,2026-05-15 18:43:46,2025-07-02 17:46:26
4671000,202546710000100185,개방화장실,법제3조제16호-영제3조제1항제1호,회현우체국 1층 화장실,전북특별자치도 군산시 회현면 대정리 69-1 대위로 431,,0,0,0,0,0,0,0,0,0,군산회현우체국,,정시,09:00~18:00,244705,공공기관-국가,수세식,N,N,,N,N,,,2025-07-01,I,2026-05-15 18:43:46,2025-07-02 17:46:27
4671000,202546710000100186,개방화장실,법제3조제16호-영제3조제1항제1호,옥서우체국 1층 화장실,전북특별자치도 군산시 옥서면 옥봉리 65-5 원성산1길 28,,1,1,0,0,0,0,1,0,0,군산옥서우체국,,정시,09:00~18:00,244809,공공기관-국가,수세식,N,N,,N,N,,,2025-07-01,I,2026-05-15 18:43:46,2025-07-02 17:46:27
4671000,202546710000100187,개방화장실,법제3조제16호-영제3조제1항제1호,임피우체국 1층 화장실,전북특별자치도 군산시 임피면 읍내리 224-7 동군산로 683,,1,1,0,0,0,0,1,0,0,군산임피우체국,,정시,09:00~18:00,244708,공공기관-국가,수세식,N,N,,N,N,,,2025-07-01,I,2026-05-15 18:43:46,2025-07-02 17:46:27
4671000,202546710000100188,개방화장실,법제3조제16호-영제3조제1항제1호,경암동우체국 1층 화장실,전북특별자치도 군산시 경암동 612-11 해망로 38,,1,1,0,0,0,0,1,0,0,군산경암동우체국,,정시,09:00~18:00,244701,공공기관-국가,수거식,N,N,,N,N,,,2025-07-01,I,2026-05-15 18:43:45,2025-07-02 17:46:27
4671000,202546710000100189,개방화장실,법제3조제16호-영제3조제1항제1호,대야우체국 1층 정문화장실,전북특별자치도 군산시 대야면 지경리 766-15 번영로 883,,2,2,0,0,0,0,2,0,0,군산대야우체국,,정시,09:00~18:00,245001,공공기관-국가,수세식,N,N,,N,N,,,2025-07-01,I,2026-05-15 18:43:46,2025-07-02 17:46:27
4671000,202546710000100190,개방화장실,법제3조제16호-영제3조제1항제1호,군산우체국 1층 화장실,전북특별자치도 군산시 우체통거리1길 46-1,,2,4,0,0,0,0,3,0,0,군산우체국지원과,,정시,09:00~18:00,244512,공공기관-국가,수세식,N,N,,N,N,,,2025-07-01,I,2026-05-15 18:43:45,2025-07-02 17:46:27
4671000,202546710000100191,개방화장실,법제3조제16호-영제3조제1항제1호,군산경찰서 개방화장실,전북특별자치도 군산시 구암3.1로 82,,1,1,1,0,0,0,1,1,0,군산경찰서 경무계,,정시,09:00~18:00,244509,공공기관-국가,수세식,N,Y,장애인화장실,Y,Y,남자화장실+여자화장실,,2025-07-01,I,2026-05-15 18:43:45,2025-07-02 17:46:27
4671000,202546710000100192,개방화장실,법제3조제16호-영제3조제1항제2호,동우아트홀 공연장,전북특별자치도 군산시 내항1길 4,,0,0,0,0,0,0,0,0,0,동우아트홀 공연장,,상시,,245210,민간,수세식,N,N,,N,N,,,2025-07-01,I,2026-05-15 18:43:46,2025-07-02 17:46:27
4671000,202546710000100193,개방화장실,법제3조제16호-영제3조제1항제2호,극단사람세상소극장,전북특별자치도 군산시 신설로 5,,0,0,0,0,0,0,0,0,0,극단사람세상소극장,,상시,,245112,민간,수세식,N,N,,N,N,,,2025-07-01,I,2026-05-15 18:43:46,2025-07-02 17:46:27
4671000,202546710000100194,개방화장실,법제3조제16호-영제3조제1항제2호,군산시민예술촌,전북특별자치도 군산시 개복동 8-1,,0,0,0,0,0,0,0,0,0,군산시청,,상시,,245207,공공기관-지방자치단체,수세식,N,N,,N,N,,,2025-07-01,I,2026-05-15 18:43:46,2025-07-02 17:46:27
4671000,202546710000100195,개방화장실,법제3조제16호-영제3조제1항제2호,장미공연장,전북특별자치도 군산시 내항1길 57,,0,0,0,0,0,0,0,0,0,군산시청,,상시,,245112,공공기관-지방자치단체,수세식,N,N,,N,N,,,2025-07-01,I,2026-05-15 18:43:46,2025-07-02 17:46:27
4671000,202546710000100196,개방화장실,법제3조제16호-영제3조제1항제2호,군산청소년수련관,전북특별자치도 군산시  청소년회관로 75,,0,0,0,0,0,0,0,0,0,군산시청,,상시,,244802,공공기관-지방자치단체,수세식,N,N,,N,N,,,2025-07-01,I,2026-05-15 18:43:45,2025-07-02 17:46:27
4671000,202546710000100197,개방화장실,법제3조제16호-영제3조제1항제2호,군산어린이공연장,전북특별자치도 군산시 대학로 330,,0,0,0,0,0,0,0,0,0,군산시청,,상시,,245112,공공기관-지방자치단체,수세식,N,N,,N,N,,,2025-07-01,I,2026-05-15 18:43:46,2025-07-02 17:46:27
4671000,202546710000100198,개방화장실,법제3조제16호-영제3조제1항제2호,군산예술의전당(대공연장),전북특별자치도 군산시 백토로 203,,0,0,0,0,0,0,0,0,0,군산시청,,상시,,245102,공공기관-지방자치단체,수세식,N,N,,N,N,,,2025-07-01,I,2026-05-15 18:43:46,2025-07-02 17:46:27
4671000,202546710000100199,개방화장실,법제3조제16호-영제3조제1항제2호,군산예술의전당(소공연장),전북특별자치도 군산시 백토로 203,,0,0,0,0,0,0,0,0,0,군산시청,,상시,,245102,공공기관-지방자치단체,수세식,N,N,,N,N,,,2025-07-01,I,2026-05-15 18:43:46,2025-07-02 17:46:27
4671000,202546710000100200,개방화장실,법제3조제16호-영제3조제1항제2호,시민문화회관,전북특별자치도 군산시 대학로 308,,0,0,0,0,0,0,0,0,0,군산시청,,상시,,244701,공공기관-지방자치단체,수세식,N,N,,N,N,,,2025-07-01,I,2026-05-15 18:43:46,2025-07-02 17:46:27
4671000,202546710000100201,공중화장실,법제3조제13호,군봉배수지 축구장,,전북특별자치도 군산시 조촌동 산59-17,2,4,1,0,0,0,4,1,0,군산시청,0634545574,상시,,244903,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,,,2025-07-01,I,2026-05-15 18:43:46,2025-07-02 17:46:27
4671000,202546710000100202,개방화장실,법제3조제12호,군산ICLPG충전소,전북특별자치도 군산시 성산면 군익로 111,,0,0,0,0,0,0,0,0,0,GS칼텍스,0634535185,상시,,200612,민간,수세식,N,N,,N,N,,,2025-07-01,I,2026-05-15 18:43:46,2025-07-02 17:46:27
4671000,202546710000100203,개방화장실,법제3조제12호,SK행복충전 새군산충전소,전북특별자치도 군산시 공단대로 101,,0,0,0,0,0,0,0,0,0,SK가스,0634510831,상시,,200012,민간,수세식,N,N,,N,N,,,2025-07-01,I,2026-05-15 18:43:46,2025-07-02 17:46:27
