개방자치단체코드,관리번호,구분명,근거법령명,화장실명,소재지도로명주소,소재지지번주소,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,관리기관명,전화번호,개방시간,개방시간상세,설치연월,화장실소유구분명,오물처리방식,안전관리시설설치대상여부,비상벨설치여부,비상벨설치장소,화장실입구CCTV설치유무,기저귀교환대유무,기저귀교환대장소,리모델링연월,데이터기준일자,데이터갱신구분,데이터갱신시점,최종수정시점
4641000,202546410000100012,공중화장실,법제3조제5호,진버들공원,전북특별자치도 전주시 덕진구 진버들3길8-9,전북특별자치도 전주시 덕진구 인후동1가802-2,3,3,0,0,0,0,2,0,0,덕진구 공원녹지과,0632706319,상시,,200712,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,,,2025-01-02,I,2026-05-15 18:43:46,2025-01-14 16:47:19
4641000,202546410000100013,공중화장실,법제3조제5호,금평공원,전북특별자치도 전주시 덕진구 명주4길 9,전북특별자치도 전주시 덕진구 인후동2가1556-1,3,3,0,0,0,0,3,0,0,덕진구 공원녹지과,0632706319,상시,,200712,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,,,2025-01-02,I,2026-05-15 18:43:46,2025-01-14 16:47:19
4641000,202546410000100014,공중화장실,법제3조제5호,구숙사공원,전북특별자치도 전주시 덕진구 명주3길56,전북특별자치도 전주시 덕진구 인후동2가1544-8,2,3,0,0,0,0,2,0,0,덕진구 공원녹지과,0632706319,상시,,200405,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,Y,남자화장실,,2025-01-02,I,2026-05-15 18:43:46,2025-01-14 16:47:19
4641000,202546410000100015,공중화장실,법제3조제5호,호동골공원,전북특별자치도 전주시 덕진구 동부대로 371,전북특별자치도 전주시 덕진구 우아동1가1124-5,2,3,0,0,0,0,2,1,0,덕진구 공원녹지과,0632706319,상시,,200007,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+여자화장실,N,N,,,2025-01-02,I,2026-05-15 18:43:46,2025-01-14 16:47:19
4641000,202546410000100016,공중화장실,법제3조제5호,송천유적공원,전북특별자치도 전주시 덕진구 두간5길5,전북특별자치도 전주시 덕진구 송천동1가816-1,3,3,0,0,0,0,3,0,0,덕진구 공원녹지과,0632706319,상시,,200807,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+여자화장실,N,N,,,2025-01-02,I,2026-05-15 18:43:46,2025-01-14 16:47:19
4641000,202546410000100017,공중화장실,법제3조제5호,기지제수변공원,전북특별자치도 전주시 덕진구 기지로 115,전북특별자치도 전주시 덕진구 장동1094,5,3,1,0,0,0,8,1,0,덕진구 공원녹지과,0632706319,상시,,201411,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+여자화장실,N,Y,남자화장실+여자화장실,,2025-01-02,I,2026-05-15 18:43:46,2025-01-14 16:47:19
4641000,202546410000100018,공중화장실,법제3조제5호,수질복원센터,전북특별자치도 전주시 덕진구 중동로 150,전북특별자치도 전주시 덕진구 장동1110,2,3,0,0,0,0,5,1,1,덕진구 공원녹지과,0632706319,상시,,201411,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+여자화장실,N,N,,,2025-01-02,I,2026-05-15 18:43:46,2025-01-14 16:47:19
4641000,202546410000100019,공중화장실,법제3조제5호,만성수변공원,전북특별자치도 전주시 덕진구 만성서로 37,전북특별자치도 전주시 덕진구 만성동1267-2,2,2,1,0,0,0,8,1,1,덕진구 공원녹지과,0632706319,상시,,202205,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+여자화장실,N,Y,남자화장실+여자화장실,,2025-01-02,I,2026-05-15 18:43:46,2025-01-14 16:47:19
4641000,202546410000100020,공중화장실,법제3조제5호,건지산(강씨제각),전북특별자치도 전주시 덕진구 호성로 97,전북특별자치도 전주시 덕진구 호성동1가산29-1,1,3,1,1,0,0,4,1,0,덕진구 공원녹지과,0632706319,상시,,201803,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+여자화장실,N,N,,,2025-01-02,I,2026-05-15 18:43:46,2025-01-14 16:47:19
4641000,202546410000100021,공중화장실,법제3조제5호,화정공원,전북특별자치도 전주시 덕진구 백석로 40 (송천동2가),전북특별자치도 전주시 덕진구 송천동2가1356,2,1,1,0,0,0,2,1,0,덕진구 공원녹지과,0632706319,상시,,201712,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+여자화장실,N,Y,남자화장실+여자화장실,,2025-01-02,I,2026-05-15 18:43:46,2025-01-14 16:47:19
4641000,202546410000100022,공중화장실,법제3조제5호,만성1호공원,전북특별자치도 전주시 덕진구 만성로 105-12 (만성동),전북특별자치도 전주시 덕진구 만성동1266-7,2,3,0,0,0,0,8,1,0,덕진구 공원녹지과,0632706319,상시,,202205,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+여자화장실,N,Y,남자화장실+여자화장실,,2025-01-02,I,2026-05-15 18:43:46,2025-01-14 16:47:19
4641000,202546410000100023,공중화장실,법제3조제5호,만성문화공원,전북특별자치도 전주시 덕진구 만성북로41,전북특별자치도 전주시 덕진구 만성동1339-18,2,3,1,0,1,0,7,1,1,덕진구 공원녹지과,0632706319,상시,,201712,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+여자화장실,N,N,,,2025-01-02,I,2026-05-15 18:43:46,2025-01-14 16:47:19
4641000,202546410000100024,공중화장실,법제3조제5호,엽순공원(1),전북특별자치도 전주시 덕진구 틀못2길29,전북특별자치도 전주시 덕진구 장동1073,3,4,1,0,0,0,8,1,0,덕진구 공원녹지과,0632706319,상시,,201404,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+여자화장실,N,Y,남자화장실+여자화장실,,2025-01-02,I,2026-05-15 18:43:46,2025-01-14 16:47:19
4641000,202546410000100025,공중화장실,법제3조제5호,엽순공원(2),전북특별자치도 전주시 덕진구 틀못2길29,전북특별자치도 전주시 덕진구 장동1073,0,2,1,1,0,0,2,1,0,덕진구 공원녹지과,0632706319,상시,,202306,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+여자화장실,N,Y,남자화장실+여자화장실,,2025-01-02,I,2026-05-15 18:43:46,2025-01-14 16:47:19
4641000,202546410000100026,공중화장실,법제3조제5호,오공공원,전북특별자치도 전주시 덕진구 농생명로 296,전북특별자치도 전주시 덕진구 중동830,3,4,1,0,0,0,8,1,0,덕진구 공원녹지과,0632706319,상시,,201405,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+여자화장실,N,Y,남자화장실+여자화장실,,2025-01-02,I,2026-05-15 18:43:46,2025-01-14 16:47:19
4641000,202546410000100027,공중화장실,법제3조제5호,중동공원,전북특별자치도 전주시 덕진구 농생명로 357,전북특별자치도 전주시 덕진구 중동787-11,4,3,1,0,0,0,8,1,0,덕진구 공원녹지과,0632706319,상시,,201405,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+여자화장실,N,Y,남자화장실+여자화장실,,2025-01-02,I,2026-05-15 18:43:46,2025-01-14 16:47:19
4641000,202546410000100028,공중화장실,법제3조제5호,나들목가족공원(1),전북특별자치도 전주시 덕진구 번영로 455,전북특별자치도 전주시 덕진구 용정동124-82,1,2,0,0,0,0,3,1,0,덕진구 공원녹지과,0632706319,상시,,200707,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+여자화장실,N,N,,,2025-01-02,I,2026-05-15 18:43:46,2025-01-14 16:47:19
4641000,202546410000100029,공중화장실,법제3조제5호,나들목가족공원(2),전북특별자치도 전주시 덕진구 번영로 455,전북특별자치도 전주시 덕진구 용정동124-82,1,2,0,0,0,0,2,0,0,덕진구 공원녹지과,0632706319,상시,,201407,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,,,2025-01-02,I,2026-05-15 18:43:46,2025-01-14 16:47:19
4641000,202546410000100030,공중화장실,법제3조제5호,언덕어린이공원,전북특별자치도 전주시 덕진구 팽나무3길13,전북특별자치도 전주시 덕진구 인후동1가 774-1,1,1,0,0,0,0,1,1,0,덕진구 공원녹지과,0632706319,상시,,202401,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+여자화장실,N,N,,,2025-01-02,I,2026-05-15 18:43:46,2025-01-14 16:47:19
4641000,202546410000100031,공중화장실,법제3조제5호,하늘공원,전북특별자치도 전주시 덕진구 가리내로 328,전북특별자치도 전주시 덕진구 덕진동2가 682,1,2,1,0,0,0,3,1,0,덕진구 공원녹지과,0632706319,상시,,202404,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,,,2025-01-02,I,2026-05-15 18:43:46,2025-01-14 16:47:19
4641000,202546410000100032,공중화장실,법제3조제5호,백석4-1,전북특별자치도 전주시 덕진구 백석로 236,전북특별자치도 전주시 덕진구 송천동2가 1521,1,1,1,0,0,0,3,1,0,덕진구 공원녹지과,0632706319,상시,,202404,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,Y,남자화장실+여자화장실,,2025-01-02,I,2026-05-15 18:43:46,2025-01-14 16:47:19
4641000,202546410000100033,공중화장실,법제3조제5호,백석4-2,전북특별자치도 전주시 덕진구 백석남로 101,전북특별자치도 전주시 덕진구 송천동2가1510,1,1,1,0,0,0,3,1,0,덕진구 공원녹지과,0632706319,상시,,202404,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,Y,남자화장실+여자화장실,,2025-01-02,I,2026-05-15 18:43:46,2025-01-14 16:47:19
4641000,202546410000100034,공중화장실,법제3조제5호,백석4-3,전북특별자치도 전주시 덕진구 백석5길11,전북특별자치도 전주시 덕진구 송천동2가 1498-2,1,1,1,0,0,0,3,1,0,덕진구 공원녹지과,0632706319,상시,,202404,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,Y,남자화장실+여자화장실,,2025-01-02,I,2026-05-15 18:43:46,2025-01-14 16:47:19
4641000,202546410000100035,공중화장실,법제3조제5호,백석4-4,전북특별자치도 전주시 덕진구 전미로 75,전북특별자치도 전주시 덕진구 송천동2가1434,1,1,1,0,0,0,3,1,0,덕진구 공원녹지과,0632706319,상시,,202404,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,Y,남자화장실+여자화장실,,2025-01-02,I,2026-05-15 18:43:46,2025-01-14 16:47:19
4641000,202546410000100036,공중화장실,법제3조제16호-영제3조제1항제1호,자원봉사센터 인근 하천공중화장실,전북특별자치도 전주시 덕진구 전주천자전거길 1072 (진북동),전북특별자치도 전주시 덕진구 진북동 1170-3,1,2,1,0,0,0,2,1,0,덕진구청 공원녹지과(하천관리과),0632706539,상시,,202306,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+남자화장실+여자화장실,N,N,,,2025-01-02,I,2026-05-15 18:43:46,2025-01-14 16:47:19
4641000,202546410000100037,공중화장실,법제3조제16호-영제3조제1항제1호,우아동성당 인근 하천 공중화장실,전북특별자치도 전주시 덕진구 진버틀7길 36,전북특별자치도 전주시 덕진구 우아동 808-3번지,1,2,1,0,0,0,2,1,0,덕진구청 공원녹지과(하천관리과),0632706539,상시,,202407,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+남자화장실+여자화장실,N,N,,,2025-01-02,I,2026-05-15 18:43:46,2025-01-14 16:47:19
4641000,202546410000100038,공중화장실,법제3조제5호,송정공원,전북특별자치도 전주시 완산구 하거마7길 43,전북특별자치도 전주시 완산구 삼천동1가 609,0,1,1,1,0,0,2,1,0,완산구 공원녹지과,0632205315,상시,,,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+여자화장실,N,N,,,2025-01-02,I,2026-05-15 18:43:46,2025-01-14 16:47:19
4641000,202546410000100039,공중화장실,법제3조제5호,모꼬지공원,전북특별자치도 전주시 완산구 세내로 65,전북특별자치도 전주시 완산구 효자동2가 1382-7,2,3,1,1,0,0,5,1,0,완산구 공원녹지과,0632205315,상시,,,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+여자화장실,N,Y,남자화장실,,2025-01-02,I,2026-05-15 18:43:46,2025-01-14 16:47:19
4641000,202546410000100040,공중화장실,법제3조제5호,용호근린공원,전북특별자치도 전주시 완산구 홍산로 148,전북특별자치도 전주시 완산구 효자동2가 1333-2,0,1,1,0,0,0,0,1,0,완산구 공원녹지과,0632205315,상시,,,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+여자화장실,N,N,,,2025-01-02,I,2026-05-15 18:43:46,2025-01-14 16:47:19
4641000,202546410000100041,공중화장실,법제3조제5호,강변공원,전북특별자치도 전주시 완산구 강변로 96-14,전북특별자치도 전주시 완산구 삼천동1가 724-1,3,4,0,0,0,0,3,0,0,완산구 공원녹지과,0632205315,상시,,,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+여자화장실,N,N,,,2025-01-02,I,2026-05-15 18:43:46,2025-01-14 16:47:19
4641000,202546410000100042,공중화장실,법제3조제5호,그린공원1,전북특별자치도 전주시 완산구 거마남로 41,전북특별자치도 전주시 완산구 삼천동1가 659,0,1,1,1,0,0,2,1,0,완산구 공원녹지과,0632205315,상시,,,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+여자화장실,N,N,,,2025-01-02,I,2026-05-15 18:43:46,2025-01-14 16:47:19
4641000,202546410000100043,공중화장실,법제3조제5호,그린공원2,전북특별자치도 전주시 완산구 거마남로 41,전북특별자치도 전주시 완산구 삼천동1가 659,1,0,0,0,0,0,1,0,0,완산구 공원녹지과,0632205315,상시,,,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+여자화장실,N,N,,,2025-01-02,I,2026-05-15 18:43:46,2025-01-14 16:47:19
4641000,202546410000100044,공중화장실,법제3조제5호,효자공원,전북특별자치도 전주시 완산구 서원로 238,전북특별자치도 전주시 완산구 효자동1가 634,1,3,1,0,0,0,2,1,0,완산구 공원녹지과,0632205315,상시,,,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+여자화장실,N,N,,,2025-01-02,I,2026-05-15 18:43:46,2025-01-14 16:47:19
4641000,202546410000100045,공중화장실,법제3조제5호,성지산공원,전북특별자치도 전주시 완산구 성지산로 55,전북특별자치도 전주시 완산구 효자동1가 567-1,0,0,1,1,0,0,2,1,0,완산구 공원녹지과,0632205315,상시,,,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+여자화장실,N,Y,여자화장실,,2025-01-02,I,2026-05-15 18:43:46,2025-01-14 16:47:19
4641000,202546410000100046,공중화장실,법제3조제5호,거마공원,전북특별자치도 전주시 완산구 성지산로 6,전북특별자치도 전주시 완산구 삼천동1가 176-2,2,3,1,1,0,0,8,1,0,완산구 공원녹지과,0632205315,상시,,,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+여자화장실,N,N,,,2025-01-02,I,2026-05-15 18:43:46,2025-01-14 16:47:19
4641000,202546410000100047,공중화장실,법제3조제5호,세내,전북특별자치도 전주시 완산구 거마산3길 10,전북특별자치도 전주시 완산구 삼천동1가 636,0,2,1,0,0,0,2,1,0,완산구 공원녹지과,0632205315,상시,,,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+여자화장실,N,N,,,2025-01-02,I,2026-05-15 18:43:46,2025-01-14 16:47:19
4641000,202546410000100048,공중화장실,법제3조제5호,은빛,전북특별자치도 전주시 완산구 안행9길 9-6,전북특별자치도 전주시 완산구 효자동1가 690-5,0,1,1,0,0,0,1,1,0,완산구 공원녹지과,0632205315,상시,,202308,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+여자화장실,N,N,,,2025-01-02,I,2026-05-15 18:43:46,2025-01-14 16:47:19
4641000,202546410000100049,공중화장실,법제3조제5호,효림,전북특별자치도 전주시 완산구 따박골로 47,전북특별자치도 전주시 완산구 효자동1가 659-4,3,4,0,0,0,0,3,0,0,완산구 공원녹지과,0632205315,상시,,,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+여자화장실,N,N,,,2025-01-02,I,2026-05-15 18:43:46,2025-01-14 16:47:19
4641000,202546410000100050,공중화장실,법제3조제5호,풍남,전북특별자치도 전주시 완산구 효자천변1길 31,전북특별자치도 전주시 완산구 효자동1가 655,0,0,1,1,0,0,1,1,0,완산구 공원녹지과,0632205315,상시,,,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+여자화장실,N,N,,,2025-01-02,I,2026-05-15 18:43:46,2025-01-14 16:47:19
4641000,202546410000100051,공중화장실,법제3조제5호,효문,전북특별자치도 전주시 완산구 거마평로 109-16,전북특별자치도 전주시 완산구 효자동1가 653,0,0,1,1,0,0,1,1,0,완산구 공원녹지과,0632205315,상시,,,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+여자화장실,N,N,,,2025-01-02,I,2026-05-15 18:43:46,2025-01-14 16:47:19
4641000,202546410000100052,공중화장실,법제3조제5호,모퉁이,전북특별자치도 전주시 완산구 하거마2길 28-2,전북특별자치도 전주시 완산구 삼천동1가 672-1,1,1,0,0,0,0,3,0,0,완산구 공원녹지과,0632205315,상시,,202308,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+여자화장실,N,N,,,2025-01-02,I,2026-05-15 18:43:46,2025-01-14 16:47:19
4641000,202546410000100053,공중화장실,법제3조제5호,약수,전북특별자치도 전주시 완산구 신봉1길 10,전북특별자치도 전주시 완산구 삼천동1가 615-4,0,0,1,1,0,0,2,1,0,완산구 공원녹지과,0632205315,상시,,,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+여자화장실,N,Y,여자화장실,,2025-01-02,I,2026-05-15 18:43:46,2025-01-14 16:47:19
4641000,202546410000100054,공중화장실,법제3조제5호,서신길공원,전북특별자치도 전주시 완산구 당산로 56,전북특별자치도 전주시 완산구 서신동 795,2,2,0,0,0,0,3,0,0,완산구 공원녹지과,0632205315,상시,,,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+여자화장실,N,N,,,2025-01-02,I,2026-05-15 18:43:46,2025-01-14 16:47:19
4641000,202546410000100055,공중화장실,법제3조제5호,서일공원,전북특별자치도 전주시 완산구 서신로 71,전북특별자치도 전주시 완산구 서신동 960-3,2,1,0,1,0,0,3,1,0,완산구 공원녹지과,0632205315,상시,,202409,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+여자화장실,N,N,,,2025-01-02,I,2026-05-15 18:43:46,2025-01-14 16:47:19
4641000,202546410000100056,공중화장실,법제3조제5호,선너머공원,전북특별자치도 전주시 완산구 여울로 77,전북특별자치도 전주시 완산구 중화산동2가 547,2,5,0,1,0,0,2,1,0,완산구 공원녹지과,0632205315,상시,,,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+여자화장실,N,N,,,2025-01-02,I,2026-05-15 18:43:46,2025-01-14 16:47:19
4641000,202546410000100057,공중화장실,법제3조제5호,다가공원,전북특별자치도 전주시 완산구 전주천서로 231,전북특별자치도 전주시 완산구 중화산동1가 150-3,2,5,0,1,0,0,2,1,0,완산구 공원녹지과,0632205315,상시,,,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+여자화장실,N,Y,여자화장실,,2025-01-02,I,2026-05-15 18:43:46,2025-01-14 16:47:19
4641000,202546410000100058,공중화장실,법제3조제5호,재뜸,전북특별자치도 전주시 완산구 잿뜸1길 24,전북특별자치도 전주시 완산구 서신동 988,1,2,1,0,0,0,3,1,0,완산구 공원녹지과,0632205315,상시,,,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+여자화장실,N,Y,여자화장실,,2025-01-02,I,2026-05-15 18:43:46,2025-01-14 16:47:19
4641000,202546410000100059,공중화장실,법제3조제5호,선수촌,전북특별자치도 전주시 완산구 온고을로 30-9,전북특별자치도 전주시 완산구 서신동965-4,2,3,0,1,0,0,2,1,0,완산구 공원녹지과,0632205315,상시,,,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+여자화장실,N,N,,,2025-01-02,I,2026-05-15 18:43:46,2025-01-14 16:47:19
4641000,202546410000100060,공중화장실,법제3조제5호,고사평동,전북특별자치도 전주시 완산구 고사평7길 20,전북특별자치도 전주시 완산구 서신동 1018,1,2,1,1,0,1,2,1,0,완산구 공원녹지과,0632205315,상시,,,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+여자화장실,N,N,,,2025-01-02,I,2026-05-15 18:43:46,2025-01-14 16:47:19
4641000,202546410000100061,공중화장실,법제3조제5호,안터,전북특별자치도 전주시 완산구 감나무로 52,전북특별자치도 전주시 완산구 서신동 787-1,0,1,1,0,0,0,1,1,0,완산구 공원녹지과,0632205315,상시,,202308,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,,,2025-01-02,I,2026-05-15 18:43:46,2025-01-14 16:47:19
4641000,202546410000100062,공중화장실,법제3조제5호,전룡,전북특별자치도 전주시 완산구 안터2길 29,전북특별자치도 전주시 완산구 서신동 834,0,1,1,0,0,0,1,1,0,완산구 공원녹지과,0632205315,상시,,202311,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,,,2025-01-02,I,2026-05-15 18:43:46,2025-01-14 16:47:19
4641000,202546410000100063,공중화장실,법제3조제5호,용두길,전북특별자치도 전주시 완산구 서신천변3길 3-14,전북특별자치도 전주시 완산구 서신동 844,0,1,1,0,0,0,1,1,0,완산구 공원녹지과,0632205315,상시,,202311,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,,,2025-01-02,I,2026-05-15 18:43:46,2025-01-14 16:47:19
4641000,202546410000100064,공중화장실,법제3조제5호,장성,전북특별자치도 전주시 완산구 밤나무2길 27,전북특별자치도 전주시 완산구 효자동1가 631,1,2,0,0,0,0,1,0,0,완산구 공원녹지과,0632205315,상시,,,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,,,2025-01-02,I,2026-05-15 18:43:46,2025-01-14 16:47:19
4641000,202546410000100065,공중화장실,법제3조제5호,가절길,전북특별자치도 전주시 완산구 신봉3길 17-14,전북특별자치도 전주시 완산구 효자동1가 610,1,1,0,0,0,0,2,0,0,완산구 공원녹지과,0632205315,상시,,,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,,,2025-01-02,I,2026-05-15 18:43:46,2025-01-14 16:47:19
4641000,202546410000100066,공중화장실,법제3조제5호,근영,전북특별자치도 전주시 완산구 영경3길 7,전북특별자치도 전주시 완산구 중화산동2가 655-4,1,1,0,0,0,0,3,0,0,완산구 공원녹지과,0632205315,상시,,202311,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,,,2025-01-02,I,2026-05-15 18:43:46,2025-01-14 16:47:19
